     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,09/14/2013-09/20/2013,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00036146,00001288,00000150,00000513,00000211,00017067,00017232,00000000,00000000,00000000,00000225,00000529,00000386,00000513,00001445,00000604,00000158,00000000,00000713,00000000,00000000,00000000,00001431,                                                                                                                               
R003,CYPRESS HILLS                 ,00003817,00000204,00000034,00000018,00000015,00002320,00001389,00000000,00000000,00000000,00000002,00000037,00000072,00000004,00000058,00000015,00000002,00000000,00000017,00000000,00000000,00000000,00000920,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00009055,00000421,00000038,00000131,00000000,00005127,00004436,00000000,00000000,00000000,00000011,00000076,00000173,00000007,00000264,00000025,00000066,00000000,00000082,00000000,00000000,00000000,00004487,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00010065,00000535,00000037,00000139,00000000,00004957,00005399,00000000,00000000,00000000,00000005,00000075,00000147,00000000,00000203,00000038,00000068,00000000,00000120,00000000,00000000,00000000,00002167,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00010228,00000515,00000023,00000188,00000006,00006971,00006259,00000000,00000000,00000000,00000008,00000098,00000181,00000013,00000263,00000047,00000046,00000000,00000070,00000000,00000000,00000000,00001966,                                                                                                                               
R007,104TH STREET                  ,00006992,00000273,00000040,00000076,00000006,00003467,00003345,00000000,00000000,00000000,00000006,00000068,00000076,00000006,00000148,00000033,00000021,00000000,00000054,00000000,00000000,00000000,00001388,                                                                                                                               
R008,111TH STREET                  ,00006387,00000279,00000024,00000043,00000003,00003235,00002850,00000000,00000000,00000000,00000005,00000050,00000098,00000002,00000150,00000032,00000014,00000000,00000049,00000000,00000000,00000000,00002935,                                                                                                                               
R009,121ST STREET                  ,00005569,00000281,00000029,00000061,00000008,00003647,00002678,00000000,00000000,00000000,00000002,00000044,00000101,00000002,00000121,00000031,00000029,00000000,00000067,00000000,00000000,00000000,00000847,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00091185,00004180,00000368,00001112,00000147,00047884,00052328,00000000,00000000,00000000,00000237,00000745,00000881,00000190,00003398,00001034,00000576,00000000,00002530,00000000,00000000,00000000,00002338,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00235770,00009917,00000405,00001474,00000135,00040728,00070576,00000000,00000000,00000000,00000227,00002841,00002938,00000115,00003831,00003793,00000893,00000000,00002335,00000000,00000000,00000000,00001739,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00203894,00007671,00000506,00001395,00005312,00043885,00069857,00000000,00000000,00000000,00000609,00002157,00001685,00007374,00003831,00004497,00000967,00000000,00002712,00000000,00000000,00000000,00002229,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00051675,00002236,00000186,00000706,00001205,00017410,00031954,00000000,00000000,00000000,00000373,00000659,00000274,00002510,00001480,00001116,00000343,00000000,00000786,00000000,00000000,00000000,00000757,                                                                                                                               
R014,FULTON STREET                 ,00106068,00003597,00000201,00000630,00000935,00032270,00060591,00000000,00000000,00000000,00000510,00001630,00000463,00001801,00004724,00001888,00000809,00000000,00001438,00000000,00000000,00000000,00003822,                                                                                                                               
R015,FIFTH AVENUE                  ,00070716,00002469,00000072,00000335,00001222,00013110,00029214,00000000,00000001,00000000,00000258,00002102,00000194,00001915,00002761,00002209,00000451,00000000,00000895,00000000,00000000,00000000,00000251,                                                                                                                               
R016,LEXINGTON AVENUE              ,00021794,00001056,00000053,00000212,00000103,00007069,00014764,00000000,00000000,00000000,00000105,00000463,00000085,00000140,00001076,00000446,00000206,00000000,00000312,00000000,00000000,00000000,00000245,                                                                                                                               
R017,LEXINGTON AVENUE              ,00095006,00005048,00000187,00000812,00001054,00020423,00055665,00000000,00000000,00000000,00000294,00002137,00000480,00001779,00003862,00002690,00000711,00000000,00001233,00000000,00000000,00000000,00003502,                                                                                                                               
R018,ROOSEVELT AVE/JACKSON HTS     ,00097071,00007814,00000842,00002918,00000040,00061347,00114335,00000000,00000000,00000000,00000104,00000859,00001506,00000071,00004991,00000650,00000582,00000000,00000898,00000000,00000000,00000000,00008136,                                                                                                                               
R019,179TH STREET & HILLSIDE AVE   ,00035429,00002140,00000273,00000951,00000004,00020409,00030989,00000000,00000000,00000000,00000060,00000736,00000719,00000029,00002509,00000422,00000145,00000000,00000222,00000000,00000000,00000000,00003876,                                                                                                                               
R020,47-50 STREETS/ROCKEFELLER     ,00148475,00006515,00000412,00001247,00000812,00049839,00097682,00000000,00000000,00000000,00000618,00003717,00000688,00001023,00008130,00003105,00001259,00000000,00001852,00000000,00000000,00000000,00002810,                                                                                                                               
R021,42ND STREET & 6TH AVENUE      ,00098521,00004621,00000307,00001029,00000157,00036271,00080514,00000000,00000000,00000000,00000404,00002884,00000521,00000161,00006522,00001884,00000897,00000000,00001182,00000000,00000000,00000000,00001233,                                                                                                                               
R022,34TH STREET & 6TH AVENUE      ,00182928,00008367,00000511,00001901,00000854,00079944,00125993,00000001,00000000,00000000,00001758,00002730,00001362,00001111,00007601,00002154,00001275,00000000,00002678,00000000,00000000,00000000,00002791,                                                                                                                               
R023,34TH STREET & 6TH AVENUE      ,00147306,00006079,00000458,00001407,00000731,00039344,00085146,00000000,00000000,00000000,00000284,00002596,00000896,00000969,00004812,00002548,00001009,00000000,00001493,00000000,00000000,00000000,00001576,                                                                                                                               
R024,SUTPHIN BOULEVARD             ,00049526,00002560,00000338,00000800,00000482,00032452,00025008,00000000,00000000,00000000,00000045,00000327,00000923,00000622,00001572,00000434,00000183,00000000,00009495,00000000,00000000,00000000,00002228,                                                                                                                               
R025,JAMAICA CENTER-PARSONS BLVD   ,00069922,00002307,00000637,00001383,00000020,00062288,00045502,00000000,00000000,00000000,00000127,00000431,00001077,00000022,00003693,00000231,00000244,00000000,00000521,00000000,00000000,00000000,00006647,                                                                                                                               
R027,WALL STREET                   ,00072823,00002633,00000131,00000386,00001763,00015401,00047110,00000000,00000000,00000000,00000237,00001663,00000201,00003844,00004000,00001822,00000543,00000000,00000696,00000000,00000000,00000000,00001529,                                                                                                                               
R028,FULTON & WILLIAM STREETS      ,00073451,00003549,00000267,00000897,00000587,00024172,00056121,00000000,00000000,00000000,00000196,00001173,00000381,00000983,00004295,00001204,00000719,00000000,00001000,00000000,00000000,00000000,00002942,                                                                                                                               
R029,PARK PLACE                    ,00164483,00006269,00000420,00001177,00001165,00042668,00087616,00000000,00000000,00000000,00001631,00002677,00000932,00002380,00004806,00002562,00001243,00000000,00002372,00000000,00000000,00000000,00006458,                                                                                                                               
R030,CHAMBERS STREET               ,00063793,00002859,00000173,00000614,00000772,00023629,00045873,00000000,00000000,00000000,00000221,00000989,00000344,00001487,00002129,00001023,00000486,00000000,00000641,00000000,00000000,00000000,00010646,                                                                                                                               
R031,34TH STREET & 7TH AVENUE      ,00108490,00005162,00000323,00000857,00002043,00032153,00043902,00000000,00000000,00000000,00000408,00001298,00000644,00004068,00003611,00002151,00000559,00000000,00000927,00000000,00000000,00000000,00001479,                                                                                                                               
R032,42ND STREET/TIMES SQUARE      ,00094042,00003777,00000274,00000837,00000194,00030154,00076211,00000000,00000001,00000000,00000353,00002078,00000429,00000196,00004949,00001751,00000877,00000000,00000809,00000000,00000000,00000000,00000781,                                                                                                                               
R033,42ND STREET/TIMES SQUARE      ,00185634,00006764,00000523,00001598,00000654,00093663,00091763,00000000,00000000,00000000,00000712,00001853,00001814,00000749,00006439,00002185,00000978,00000000,00003717,00000000,00000000,00000000,00004304,                                                                                                                               
R034,125TH STREET & BROADWAY       ,00018308,00001416,00000109,00000381,00000011,00010918,00016833,00000000,00000000,00000000,00000041,00000114,00000393,00000047,00000988,00000238,00000140,00000000,00000322,00000000,00000000,00000000,00002350,                                                                                                                               
R035,168TH STREET & BROADWAY       ,00057256,00004187,00000344,00000800,00000118,00027868,00048001,00000000,00000000,00000000,00000087,00000244,00001376,00000243,00001909,00000800,00000699,00000000,00000651,00000000,00000000,00000000,00006615,                                                                                                                               
R036,DYCKMAN STREET                ,00014906,00001399,00000139,00000263,00000006,00011793,00008974,00000000,00000000,00000000,00000014,00000066,00000744,00000003,00000739,00000048,00000054,00000000,00000098,00000000,00000000,00000000,00003554,                                                                                                                               
R037,207TH STREET                  ,00010617,00000814,00000120,00000195,00000006,00012190,00007932,00000000,00000000,00000000,00000011,00000043,00000499,00000018,00000581,00000017,00000040,00000000,00000041,00000000,00000000,00000000,00002405,                                                                                                                               
R038,215TH STREET                  ,00004794,00000361,00000048,00000103,00000000,00002460,00003367,00000000,00000000,00000000,00000011,00000023,00000125,00000007,00000223,00000067,00000051,00000000,00000032,00000000,00000000,00000000,00000641,                                                                                                                               
R039,225TH STREET                  ,00012700,00000783,00000078,00000153,00000067,00009111,00007878,00000000,00000000,00000000,00000029,00000042,00000357,00000037,00000634,00000102,00000049,00000000,00000089,00000000,00000000,00000000,00002649,                                                                                                                               
R040,231ST STREET                  ,00017587,00001539,00000212,00000436,00000006,00012072,00013276,00000000,00000000,00000000,00000087,00000107,00000566,00000009,00000863,00000145,00000090,00000000,00000072,00000000,00000000,00000000,00002422,                                                                                                                               
R041,BOWLING GREEN & BATTERY PL    ,00061965,00003288,00000228,00000714,00000591,00022852,00041449,00000000,00000000,00000000,00002267,00001216,00000630,00001292,00003372,00001040,00000465,00000000,00000703,00000000,00000000,00000000,00006215,                                                                                                                               
R042,BOWLING GREEN & BROADWAY      ,00016625,00000554,00000071,00000120,00000119,00010814,00008106,00000000,00000000,00000000,00000136,00000256,00000082,00000252,00000525,00000206,00000071,00000000,00000414,00000000,00000000,00000000,00000636,                                                                                                                               
R043,WALL STREET                   ,00067380,00003093,00000124,00000448,00000885,00018463,00048976,00000000,00000000,00000000,00001018,00001451,00000309,00002070,00002999,00001457,00000592,00000000,00000917,00000000,00000000,00000000,00002630,                                                                                                                               
R044,BROOKLYN BRIDGE               ,00098206,00005465,00000298,00001363,00000547,00037445,00068657,00000000,00000000,00000000,00000613,00001663,00000797,00001296,00003280,00001559,00000920,00000000,00001287,00000000,00000000,00000000,00007529,                                                                                                                               
R045,42ND STREET & GRAND CENTRAL   ,00076780,00003239,00000112,00000382,00002299,00011133,00026622,00000000,00000000,00000000,00000206,00001034,00000147,00003364,00001807,00001995,00000365,00000000,00000558,00000000,00000000,00000000,00000510,                                                                                                                               
R046,42ND STREET & GRAND CENTRAL   ,00228801,00009297,00000420,00001252,00003897,00055998,00108641,00000000,00000000,00000000,00000875,00003215,00001376,00006104,00006933,00004266,00001379,00000000,00002715,00000000,00000000,00000000,00001559,                                                                                                                               
R047,42ND STREET & GRAND CENTRAL   ,00108928,00004944,00000223,00000720,00001623,00026891,00075203,00000000,00000000,00000000,00000623,00002463,00000335,00003416,00006079,00002576,00001012,00000000,00000845,00000000,00000000,00000000,00001044,                                                                                                                               
R048,42ND STREET & 3RD AVENUE      ,00032330,00001320,00000065,00000183,00000475,00006128,00020067,00000000,00000000,00000000,00000090,00000666,00000039,00000745,00001570,00000967,00000202,00000000,00000217,00000000,00000000,00000000,00000197,                                                                                                                               
R049,51ST STREET & LEXINGTON AVE   ,00062216,00003227,00000129,00000449,00000143,00022099,00042681,00000000,00000000,00000000,00000366,00001366,00000257,00000270,00003751,00001084,00000544,00000000,00001062,00000000,00000000,00000000,00000578,                                                                                                                               
R050,59TH STREET & LEXINGTON AVE   ,00068733,00004005,00000236,00000746,00000327,00027228,00054289,00000000,00000000,00000000,00000397,00001220,00000446,00000762,00003843,00001485,00000490,00000000,00000784,00000000,00000000,00000000,00001531,                                                                                                                               
R051,59TH STREET & LEXINGTON AVE   ,00091002,00005350,00000337,00001100,00000222,00043548,00074208,00000000,00000000,00000000,00000338,00001377,00000339,00000578,00005152,00001729,00000789,00000000,00000846,00000000,00000000,00000000,00005664,                                                                                                                               
R052,WOODLAWN ROAD                 ,00012181,00000929,00000249,00000433,00000011,00011326,00007812,00000000,00000000,00000000,00000028,00000100,00000645,00000009,00000679,00000071,00000013,00000000,00000049,00000000,00000000,00000000,00001081,                                                                                                                               
R053,149TH STREET & 3RD AVENUE     ,00038678,00002057,00000432,00000938,00000016,00046951,00024969,00000000,00000000,00000000,00000056,00000207,00001142,00000017,00002614,00000080,00000113,00000000,00000267,00000000,00000000,00000000,00009435,                                                                                                                               
R054,FIFTH AVENUE & 42ND STREET    ,00028713,00001293,00000074,00000350,00000176,00009683,00021495,00000000,00000000,00000000,00000159,00000609,00000141,00000133,00001124,00000472,00000228,00000000,00000365,00000000,00000000,00000000,00000327,                                                                                                                               
R055,MAIN STREET                   ,00099166,00008972,00000687,00004594,00000026,00050650,00118971,00000000,00000000,00000000,00000184,00000869,00001478,00000086,00003573,00000695,00000298,00000000,00000803,00000000,00000000,00000000,00010445,                                                                                                                               
R056,NEVINS STREET                 ,00026631,00001842,00000233,00000592,00000020,00016238,00017672,00000000,00000000,00000000,00000145,00000202,00000365,00000066,00001237,00000223,00000172,00000000,00000164,00000000,00000000,00000000,00004463,                                                                                                                               
R057,BARCLAYS CENTER               ,00098647,00005080,00000512,00001490,00002336,00042382,00071180,00000000,00000000,00000000,00000265,00000983,00000895,00004054,00004140,00001551,00000964,00000000,00001133,00000000,00000000,00000000,00015431,                                                                                                                               
R058,BERGEN STREET                 ,00008675,00000584,00000045,00000088,00000000,00003390,00009870,00000000,00000000,00000000,00000008,00000135,00000101,00000008,00000679,00000145,00000125,00000000,00000128,00000000,00000000,00000000,00001040,                                                                                                                               
R059,GRAND ARMY PLAZA              ,00017716,00002112,00000109,00000340,00000010,00006073,00018858,00000000,00000000,00000000,00000036,00000318,00000172,00000029,00001472,00000413,00000198,00000000,00000186,00000000,00000000,00000000,00003121,                                                                                                                               
R060,EASTERN PARKWAY               ,00009790,00000996,00000099,00000263,00000003,00004960,00010391,00000000,00000000,00000000,00000011,00000099,00000115,00000012,00000887,00000112,00000150,00000000,00000134,00000000,00000000,00000000,00002565,                                                                                                                               
R061,NOSTRAND AVENUE               ,00008313,00000542,00000076,00000187,00000003,00006776,00006376,00000000,00000000,00000000,00000007,00000058,00000145,00000011,00000486,00000027,00000076,00000000,00000077,00000000,00000000,00000000,00002481,                                                                                                                               
R062,UTICA AVENUE                  ,00051445,00002705,00000688,00001275,00000011,00045330,00036352,00000000,00000000,00000000,00000081,00000372,00000730,00000041,00003286,00000131,00000271,00000000,00000219,00000000,00000000,00000000,00008996,                                                                                                                               
R063,SUTTER AVENUE                 ,00017462,00000847,00000143,00000392,00000002,00014230,00008033,00000000,00000000,00000000,00000008,00000079,00000365,00000006,00000754,00000021,00000060,00000000,00000061,00000000,00000000,00000000,00004267,                                                                                                                               
R064,SARATOGA AVENUE               ,00014385,00000598,00000093,00000161,00000003,00009935,00006031,00000000,00000000,00000000,00000009,00000081,00000212,00000001,00000539,00000021,00000074,00000000,00000032,00000000,00000000,00000000,00003403,                                                                                                                               
R065,ROCKAWAY AVENUE               ,00013092,00000808,00000106,00000254,00000000,00009907,00004715,00000000,00000000,00000000,00000011,00000024,00000381,00000013,00000377,00000015,00000018,00000000,00000040,00000000,00000000,00000000,00003842,                                                                                                                               
R066,JUNIUS STREET                 ,00004598,00000406,00000050,00000098,00000000,00004537,00002238,00000000,00000000,00000000,00000001,00000023,00000186,00000000,00000136,00000007,00000021,00000000,00000028,00000000,00000000,00000000,00001775,                                                                                                                               
R067,PENNSYLVANIA AVENUE           ,00011719,00000615,00000135,00000163,00000002,00010174,00005081,00000000,00000000,00000000,00000026,00000066,00000281,00000010,00000454,00000002,00000024,00000000,00000026,00000000,00000000,00000000,00004244,                                                                                                                               
R068,VAN SICLEN AVENUE             ,00007700,00000401,00000034,00000074,00000001,00006223,00003558,00000000,00000000,00000000,00000011,00000033,00000175,00000002,00000287,00000008,00000015,00000000,00000018,00000000,00000000,00000000,00001802,                                                                                                                               
R069,NEW LOTS AVENUE               ,00012588,00000694,00000143,00000274,00000000,00011504,00006268,00000000,00000000,00000000,00000025,00000070,00000287,00000001,00000464,00000025,00000038,00000000,00000048,00000000,00000000,00000000,00003433,                                                                                                                               
R070,ST GEORGE TERMINAL            ,00033109,00001573,00000036,00000274,00000002,00003898,00008415,00000000,00000000,00000000,00000190,00001279,00000153,00000003,00000598,00000974,00000060,00000000,00000055,00000000,00000000,00000000,00003379,                                                                                                                               
R079,FIFTH AVENUE & 60TH STREET    ,00052189,00002324,00000157,00000498,00000251,00019749,00032006,00000000,00000000,00000001,00000314,00000942,00000253,00000417,00002728,00000962,00000405,00000000,00000734,00000000,00000000,00000000,00000503,                                                                                                                               
R080,57TH STREET & 7TH AVENUE      ,00069847,00004268,00000286,00000990,00000173,00027961,00059804,00000000,00000000,00000000,00000298,00001020,00000464,00000341,00004679,00001319,00000658,00000000,00001005,00000000,00000000,00000000,00002010,                                                                                                                               
R081,49TH STREET & 7TH AVENUE      ,00064555,00002557,00000179,00000793,00000103,00029249,00050190,00000000,00000000,00000000,00000336,00001153,00000369,00000132,00003224,00001122,00000566,00000000,00001178,00000000,00000000,00000000,00002039,                                                                                                                               
R082,28TH STREET & BROADWAY        ,00026949,00001155,00000139,00000324,00000032,00012613,00024206,00000000,00000000,00000000,00000075,00000454,00000193,00000045,00001056,00000393,00000302,00000000,00000381,00000000,00000000,00000000,00000300,                                                                                                                               
R083,23RD STREET & 5TH AVENUE      ,00055676,00002246,00000149,00000499,00000175,00022094,00048967,00000000,00000000,00000000,00000498,00000895,00000229,00000140,00002326,00001088,00000547,00000000,00000879,00000000,00000000,00000000,00001362,                                                                                                                               
R084,59TH STREET/COLUMBUS CIRCLE   ,00191393,00010741,00000689,00002283,00000994,00077692,00138270,00000000,00000000,00000000,00000571,00002146,00001345,00001315,00007360,00003494,00001573,00000000,00002850,00000000,00000000,00000000,00017705,                                                                                                                               
R085,8TH STREET & BROADWAY         ,00043477,00002258,00000132,00000420,00000106,00015620,00040664,00000000,00000000,00000000,00000147,00000522,00000198,00000215,00001733,00000750,00000457,00000000,00000822,00000000,00000000,00000000,00001237,                                                                                                                               
R086,PRINCE STREET & BROADWAY      ,00046488,00001326,00000087,00000261,00000080,00020690,00032899,00000000,00000000,00000000,00000208,00000391,00000192,00000124,00001340,00000660,00000419,00000000,00000894,00000000,00000000,00000000,00000867,                                                                                                                               
R087,CITY HALL                     ,00009789,00000612,00000028,00000137,00000010,00003452,00006980,00000000,00000000,00000000,00000151,00000169,00000095,00000049,00000283,00000155,00000102,00000000,00000140,00000000,00000000,00000000,00000267,                                                                                                                               
R088,CORTLANDT STREET              ,00011514,00000250,00000015,00000057,00000013,00006515,00003921,00000000,00000000,00000000,00000079,00000101,00000067,00000027,00000251,00000124,00000034,00000000,00000386,00000000,00000000,00000000,00000116,                                                                                                                               
R089,JAY ST-METROTECH              ,00005144,00000305,00000007,00000071,00000003,00001282,00005159,00000000,00000000,00000000,00000009,00000092,00000077,00000018,00000102,00000075,00000034,00000000,00000040,00000000,00000000,00000000,00000600,                                                                                                                               
R090,39TH AVENUE & 31ST STREET     ,00007955,00000350,00000026,00000119,00000005,00006442,00004754,00000000,00000000,00000000,00000022,00000051,00000135,00000007,00000227,00000052,00000040,00000000,00000198,00000000,00000000,00000000,00000422,                                                                                                                               
R091,36TH AVENUE & 31ST STREET     ,00017013,00000884,00000071,00000238,00000012,00008457,00018655,00000000,00000000,00000000,00000020,00000121,00000293,00000033,00000746,00000076,00000207,00000000,00000179,00000000,00000000,00000000,00002519,                                                                                                                               
R092,BROADWAY & 31ST STREET        ,00028433,00001721,00000105,00000465,00000009,00012099,00036521,00000000,00000000,00000000,00000031,00000312,00000432,00000024,00001897,00000363,00000505,00000000,00000288,00000000,00000000,00000000,00004528,                                                                                                                               
R093,30TH AVENUE & 31ST STREET     ,00032159,00001636,00000128,00000439,00000008,00014819,00038436,00000000,00000000,00000000,00000021,00000276,00000518,00000034,00002094,00000321,00000415,00000000,00000245,00000000,00000000,00000000,00002562,                                                                                                                               
R094,ASTORIA BLVD & 31ST STREET    ,00027433,00001149,00000077,00000235,00000025,00012713,00029769,00000000,00000000,00000000,00000031,00000396,00000368,00000022,00001674,00000321,00000336,00000000,00000247,00000000,00000000,00000000,00001654,                                                                                                                               
R095,DITMARS BLVD & 31ST STREET    ,00038230,00001929,00000140,00000332,00000014,00014729,00041917,00000000,00000000,00000000,00000022,00000606,00000717,00000019,00002167,00000434,00000424,00000000,00000310,00000000,00000000,00000000,00004711,                                                                                                                               
R096,82ND STREET-JACKSON HEIGHTS   ,00038089,00003294,00000275,00000742,00000015,00025222,00025627,00000000,00000000,00000000,00000039,00000197,00000852,00000019,00001095,00000159,00000135,00000000,00000259,00000000,00000000,00000000,00005334,                                                                                                                               
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00058686,00001784,00000183,00000456,00000009,00037963,00024051,00000000,00000000,00000000,00000015,00000155,00000582,00000003,00000989,00000110,00000094,00000000,00000291,00000000,00000000,00000000,00006882,                                                                                                                               
R098,CHURCH AVENUE                 ,00042432,00002508,00000371,00000883,00000015,00030904,00034401,00000000,00000000,00000000,00000031,00000308,00000566,00000021,00002435,00000172,00000318,00000000,00000279,00000000,00000000,00000000,00008018,                                                                                                                               
R099,DEKALB AVENUE                 ,00035570,00002020,00000134,00000831,00000034,00015654,00035356,00000000,00000000,00000000,00000073,00000387,00000284,00000071,00001859,00000506,00000373,00000000,00000328,00000000,00000000,00000000,00012779,                                                                                                                               
R100,METROPOLITAN AVENUE           ,00008612,00000431,00000023,00000153,00000004,00004038,00005195,00000000,00000000,00000000,00000010,00000163,00000127,00000002,00000294,00000094,00000012,00000000,00000036,00000000,00000000,00000000,00001559,                                                                                                                               
R101,145TH STREET                  ,00044170,00002032,00000315,00000780,00000038,00038846,00048898,00000000,00000000,00000000,00000051,00000218,00000603,00000039,00002455,00000339,00000423,00000000,00000510,00000000,00000000,00000000,00006758,                                                                                                                               
R102,125TH STREET                  ,00054832,00003360,00000696,00001371,00000062,00044787,00047408,00000000,00000000,00000000,00000078,00000252,00001269,00000121,00003135,00000457,00000394,00000000,00000647,00000000,00000000,00000000,00008511,                                                                                                                               
R103,BROADWAY-EAST NEW YORK        ,00017337,00000769,00000180,00000456,00000002,00016475,00009343,00000000,00000000,00000000,00000015,00000046,00000430,00000007,00000689,00000038,00000050,00000000,00000135,00000000,00000000,00000000,00003735,                                                                                                                               
R104,167TH ST-GRAND CONCOURSE      ,00018440,00000863,00000145,00000232,00000003,00019579,00011046,00000000,00000000,00000000,00000014,00000075,00000504,00000008,00000877,00000023,00000053,00000000,00000089,00000000,00000000,00000000,00003518,                                                                                                                               
R105,14TH STREET & 7TH AVENUE      ,00062373,00005204,00000415,00001321,00000187,00027427,00051935,00000000,00000000,00000000,00000207,00000851,00000509,00000296,00003234,00001143,00000594,00000000,00000922,00000000,00000000,00000000,00003474,                                                                                                                               
R106,CASTLE HILL AVENUE            ,00015739,00000798,00000164,00000226,00000003,00011801,00008848,00000000,00000000,00000000,00000043,00000146,00000319,00000005,00000839,00000046,00000045,00000000,00000047,00000000,00000000,00000000,00003749,                                                                                                                               
R107,WESTCHESTER SQUARE            ,00011593,00000683,00000102,00000228,00000001,00009007,00007640,00000000,00000000,00000000,00000068,00000053,00000247,00000014,00000440,00000078,00000039,00000000,00000039,00000000,00000000,00000000,00004564,                                                                                                                               
R108,BOROUGH HALL - COURT STREET   ,00093047,00007397,00000495,00001511,00000413,00035353,00072204,00000000,00000000,00000000,00000524,00001382,00000934,00000836,00004625,00001556,00000832,00000000,00000751,00000000,00000000,00000000,00008771,                                                                                                                               
R109,CHURCH AVENUE & NOSTRAND AV   ,00022155,00001383,00000280,00000436,00000004,00015043,00011762,00000000,00000000,00000000,00000011,00000147,00000439,00000009,00001036,00000046,00000090,00000000,00000111,00000000,00000000,00000000,00004468,                                                                                                                               
R110,FLATBUSH AVE & NOSTRAND AV    ,00038991,00002216,00000380,00000901,00000016,00028159,00031818,00000000,00000000,00000000,00000124,00000477,00000530,00000031,00002865,00000300,00000208,00000000,00000156,00000000,00000000,00000000,00004895,                                                                                                                               
